Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2142857E-03, 0.0000000E+00,-0.2142857E-03, 0.3379121E+02, 0.1126374E+03, 0.0000000E+00, 0.1001143E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.5006821E-04,-0.5006821E-04, 0.0000000E+00, 0.1263743E-02, 0.2362573E-03, 0.1500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5630635E-03,-0.1861891E-03,-0.7492526E-03, 0.9668608E+02, 0.2880740E+03, 0.0000000E+00, 0.2539332E+03, 0.2489855E-03, 0.2490011E-03
 0.5000000E+01, 0.9675948E-04,-0.9675948E-04, 0.0000000E+00, 0.1399753E-02, 0.5002473E-03, 0.1900000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6413633E-03,-0.4034879E-03,-0.1044851E-02, 0.1163962E+03, 0.3218686E+03, 0.0000000E+00, 0.2822821E+03, 0.5306677E-03, 0.5307810E-03
 0.6000000E+01, 0.1592639E-03,-0.1592639E-03, 0.0000000E+00, 0.1557621E-02, 0.9423791E-03, 0.2500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7358131E-03,-0.7831153E-03,-0.1518928E-02, 0.1411466E+03, 0.3616590E+03, 0.0000000E+00, 0.3157097E+03, 0.1008865E-02, 0.1009350E-02
 0.7000000E+01, 0.1957222E-03,-0.1957222E-03, 0.0000000E+00, 0.1640549E-02, 0.1259451E-02, 0.2900000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7869744E-03,-0.1063729E-02,-0.1850704E-02, 0.1549637E+03, 0.3828022E+03, 0.0000000E+00, 0.3335129E+03, 0.1355494E-02, 0.1356348E-02
 0.8000000E+01, 0.2425800E-03,-0.2425800E-03, 0.0000000E+00, 0.1743883E-02, 0.1756117E-02, 0.3500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8513415E-03,-0.1513537E-02,-0.2364878E-02, 0.1725030E+03, 0.4092470E+03, 0.0000000E+00, 0.3558709E+03, 0.1903257E-02, 0.1904809E-02
 0.9000000E+01, 0.2756499E-03,-0.2756499E-03, 0.0000000E+00, 0.1817161E-02, 0.2182839E-02, 0.4000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8969224E-03,-0.1907189E-02,-0.2804112E-02, 0.1849056E+03, 0.4279914E+03, 0.0000000E+00, 0.3717912E+03, 0.2377413E-02, 0.2379608E-02
 0.1000000E+02, 0.3145816E-03,-0.3145816E-03, 0.0000000E+00, 0.1906355E-02, 0.2793645E-02, 0.4700000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9518301E-03,-0.2479063E-02,-0.3430893E-02, 0.1997034E+03, 0.4507138E+03, 0.0000000E+00, 0.3911717E+03, 0.3060410E-02, 0.3063542E-02
