Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2142857E-03, 0.0000000E+00,-0.2142857E-03, 0.3379121E+02, 0.1126374E+03, 0.0000000E+00, 0.1001143E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.7664357E-05,-0.7664357E-05, 0.0000000E+00, 0.1366848E-02, 0.3315162E-04, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5890771E-03,-0.2548726E-04,-0.6145644E-03, 0.9410152E+02, 0.3084345E+03, 0.0000000E+00, 0.2737933E+03, 0.3471189E-04, 0.3471193E-04
 0.5000000E+01, 0.9005277E-04,-0.9005277E-04, 0.0000000E+00, 0.1553311E-02, 0.4466887E-03, 0.2000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7043006E-03,-0.3566359E-03,-0.1060937E-02, 0.1252633E+03, 0.3560088E+03, 0.0000000E+00, 0.3127911E+03, 0.4724613E-03, 0.4725331E-03
 0.6000000E+01, 0.1915196E-03,-0.1915196E-03, 0.0000000E+00, 0.1745388E-02, 0.1154612E-02, 0.2900000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8301032E-03,-0.9630923E-03,-0.1793196E-02, 0.1611021E+03, 0.4061352E+03, 0.0000000E+00, 0.3542181E+03, 0.1237566E-02, 0.1238243E-02
 0.7000000E+01, 0.2614313E-03,-0.2614313E-03, 0.0000000E+00, 0.1849520E-02, 0.1850480E-02, 0.3700000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9046934E-03,-0.1589049E-02,-0.2493742E-02, 0.1838889E+03, 0.4343183E+03, 0.0000000E+00, 0.3775992E+03, 0.2002947E-02, 0.2004627E-02
 0.8000000E+01, 0.3088649E-03,-0.3088649E-03, 0.0000000E+00, 0.1909787E-02, 0.2490213E-02, 0.4400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9508563E-03,-0.2181348E-02,-0.3132205E-02, 0.1986483E+03, 0.4511035E+03, 0.0000000E+00, 0.3915924E+03, 0.2714755E-02, 0.2717532E-02
 0.9000000E+01, 0.3411358E-03,-0.3411358E-03, 0.0000000E+00, 0.1948878E-02, 0.3051122E-02, 0.5000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9814379E-03,-0.2709986E-02,-0.3691424E-02, 0.2085597E+03, 0.4620896E+03, 0.0000000E+00, 0.4008125E+03, 0.3343625E-02, 0.3347407E-02
 0.1000000E+02, 0.3672159E-03,-0.3672159E-03, 0.0000000E+00, 0.1981737E-02, 0.3618263E-02, 0.5600000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1006697E-02,-0.3251047E-02,-0.4257745E-02, 0.2166555E+03, 0.4712544E+03, 0.0000000E+00, 0.4085590E+03, 0.3982962E-02, 0.3987756E-02
