Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5000000E-03, 0.0000000E+00,-0.5000000E-03, 0.6833334E+02, 0.1366667E+03, 0.0000000E+00, 0.1183568E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.5314059E-16,-0.5314059E-16, 0.0000000E+00, 0.9588344E-03, 0.4116557E-04, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9588395E-03,-0.4116557E-04,-0.1000005E-02, 0.1310414E+03, 0.2620828E+03, 0.0000000E+00, 0.2269704E+03, 0.4753390E-04, 0.4753372E-04
 0.4000000E+01, 0.3954142E-15,-0.3954142E-15, 0.0000000E+00, 0.1145501E-02, 0.3544988E-03, 0.1500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1145508E-02,-0.3544988E-03,-0.1500007E-02, 0.1565528E+03, 0.3131056E+03, 0.0000000E+00, 0.2711574E+03, 0.4093399E-03, 0.4093394E-03
 0.5000000E+01, 0.6946765E-15,-0.6946765E-15, 0.0000000E+00, 0.1286028E-02, 0.7139718E-03, 0.2000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1286037E-02,-0.7139718E-03,-0.2000008E-02, 0.1757583E+03, 0.3515167E+03, 0.0000000E+00, 0.3044224E+03, 0.8244236E-03, 0.8244226E-03
 0.6000000E+01, 0.9493611E-15,-0.9493611E-15, 0.0000000E+00, 0.1393624E-02, 0.1106376E-02, 0.2500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1393633E-02,-0.1106376E-02,-0.2500009E-02, 0.1904632E+03, 0.3809264E+03, 0.0000000E+00, 0.3298920E+03, 0.1277533E-02, 0.1277531E-02
 0.7000000E+01, 0.1163336E-14,-0.1163336E-14, 0.0000000E+00, 0.1480280E-02, 0.1519720E-02, 0.3000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1480290E-02,-0.1519720E-02,-0.3000010E-02, 0.2023063E+03, 0.4046127E+03, 0.0000000E+00, 0.3504049E+03, 0.1754821E-02, 0.1754819E-02
 0.8000000E+01, 0.1343532E-14,-0.1343532E-14, 0.0000000E+00, 0.1553598E-02, 0.1946402E-02, 0.3500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1553608E-02,-0.1946402E-02,-0.3500011E-02, 0.2123265E+03, 0.4246530E+03, 0.0000000E+00, 0.3677602E+03, 0.2247512E-02, 0.2247509E-02
 0.9000000E+01, 0.1551737E-14,-0.1551737E-14, 0.0000000E+00, 0.1641179E-02, 0.2558822E-02, 0.4200000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1641179E-02,-0.2558822E-02,-0.4200000E-02, 0.2242944E+03, 0.4485888E+03, 0.0000000E+00, 0.3884893E+03, 0.2954673E-02, 0.2954669E-02
 0.1000000E+02, 0.1744484E-14,-0.1744484E-14, 0.0000000E+00, 0.1725457E-02, 0.3274543E-02, 0.5000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1725457E-02,-0.3274543E-02,-0.5000000E-02, 0.2358125E+03, 0.4716249E+03, 0.0000000E+00, 0.4084392E+03, 0.3781117E-02, 0.3781113E-02
 0.1100000E+02, 0.1938343E-14,-0.1938343E-14, 0.0000000E+00, 0.1812352E-02, 0.4187648E-02, 0.6000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1812352E-02,-0.4187648E-02,-0.6000000E-02, 0.2476881E+03, 0.4953763E+03, 0.0000000E+00, 0.4290084E+03, 0.4835479E-02, 0.4835475E-02
 0.1200000E+02, 0.4104597E-03, 0.5954026E-04, 0.4700000E-03, 0.1561145E-02, 0.4388855E-02, 0.5950000E-02, 0.1746637E-03, 0.2533628E-04, 0.2000000E-03,-0.1971608E-02,-0.4448395E-02,-0.6420003E-02, 0.3255494E+03, 0.4828097E+03, 0.1193539E+02, 0.4270089E+03, 0.5102557E-02, 0.5110575E-02
 0.1300000E+02, 0.7265065E-03, 0.2134935E-03, 0.9400000E-03, 0.1294035E-02, 0.4555965E-02, 0.5850000E-02, 0.3091517E-03, 0.9084832E-04, 0.4000000E-03,-0.2020545E-02,-0.4769459E-02,-0.6790004E-02, 0.3754307E+03, 0.4529926E+03, 0.2112544E+02, 0.4212149E+03, 0.5388523E-02, 0.5434774E-02
 0.1400000E+02, 0.9211318E-03, 0.3788682E-03, 0.1300000E-02, 0.1100312E-02, 0.4649688E-02, 0.5750000E-02, 0.3803182E-03, 0.1596818E-03, 0.5400000E-03,-0.2021445E-02,-0.5028556E-02,-0.7050001E-02, 0.4021523E+03, 0.4266402E+03, 0.2598845E+02, 0.4173730E+03, 0.5601325E-02, 0.5700377E-02
 0.1500000E+02, 0.1135503E-02, 0.6644970E-03, 0.1800000E-02, 0.8661721E-03, 0.4733828E-02, 0.5600000E-02, 0.4302001E-03, 0.2697999E-03, 0.7000000E-03,-0.2001680E-02,-0.5398325E-02,-0.7400005E-02, 0.4287491E+03, 0.3919398E+03, 0.2939714E+02, 0.4147184E+03, 0.5889481E-02, 0.6093533E-02
 0.1600000E+02, 0.1307328E-02, 0.9326722E-03, 0.2240000E-02, 0.6417327E-03, 0.4758267E-02, 0.5400000E-02, 0.4478390E-03, 0.3621610E-03, 0.8100000E-03,-0.1949063E-02,-0.5690940E-02,-0.7640002E-02, 0.4450404E+03, 0.3540753E+03, 0.3060240E+02, 0.4106848E+03, 0.6108102E-02, 0.6422843E-02
 0.1700000E+02, 0.1452644E-02, 0.1287356E-02, 0.2740000E-02, 0.4556506E-03, 0.4744350E-02, 0.5200000E-02, 0.3910478E-03, 0.4589522E-03, 0.8500000E-03,-0.1908299E-02,-0.6031706E-02,-0.7940004E-02, 0.4593297E+03, 0.3230729E+03, 0.2672169E+02, 0.4112238E+03, 0.6358874E-02, 0.6828622E-02
 0.1800000E+02, 0.1570583E-02, 0.1679417E-02, 0.3250000E-02, 0.3017042E-03, 0.4698296E-02, 0.5000000E-02, 0.3332216E-03, 0.5367784E-03, 0.8700000E-03,-0.1872292E-02,-0.6377713E-02,-0.8250005E-02, 0.4705273E+03, 0.2971125E+03, 0.2277021E+02, 0.4140383E+03, 0.6618848E-02, 0.7259662E-02
 0.1900000E+02, 0.1664514E-02, 0.2035486E-02, 0.3700000E-02, 0.1655310E-03, 0.4634469E-02, 0.4800000E-02, 0.2650219E-03, 0.5849781E-03, 0.8500000E-03,-0.1830048E-02,-0.6669955E-02,-0.8500003E-02, 0.4775909E+03, 0.2727290E+03, 0.1810985E+02, 0.4161792E+03, 0.6844993E-02, 0.7640457E-02
