Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2142857E-03, 0.0000000E+00,-0.2142857E-03, 0.3379121E+02, 0.1126374E+03, 0.0000000E+00, 0.1001143E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.3734249E-04,-0.3734249E-04, 0.0000000E+00, 0.1329262E-02, 0.1707382E-03, 0.1500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5856894E-03,-0.1333957E-03,-0.7190851E-03, 0.9824724E+02, 0.3019738E+03, 0.0000000E+00, 0.2667820E+03, 0.1795186E-03, 0.1795233E-03
 0.5000000E+01, 0.1025585E-03,-0.1025585E-03, 0.0000000E+00, 0.1472068E-02, 0.5279321E-03, 0.2000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6748420E-03,-0.4253736E-03,-0.1100216E-02, 0.1225900E+03, 0.3385520E+03, 0.0000000E+00, 0.2968883E+03, 0.5598650E-03, 0.5599839E-03
 0.6000000E+01, 0.1600600E-03,-0.1600600E-03, 0.0000000E+00, 0.1572484E-02, 0.9275156E-03, 0.2500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7425213E-03,-0.7674556E-03,-0.1509977E-02, 0.1423300E+03, 0.3650595E+03, 0.0000000E+00, 0.3186963E+03, 0.9915954E-03, 0.9920470E-03
 0.7000000E+01, 0.2075866E-03,-0.2075866E-03, 0.0000000E+00, 0.1655446E-02, 0.1344553E-02, 0.3000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7984451E-03,-0.1136967E-02,-0.1935412E-02, 0.1586434E+03, 0.3869608E+03, 0.0000000E+00, 0.3369237E+03, 0.1447667E-02, 0.1448651E-02
 0.8000000E+01, 0.2466872E-03,-0.2466872E-03, 0.0000000E+00, 0.1729055E-02, 0.1770945E-02, 0.3500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8467493E-03,-0.1524257E-02,-0.2371007E-02, 0.1724265E+03, 0.4061856E+03, 0.0000000E+00, 0.3531012E+03, 0.1918413E-02, 0.1920057E-02
 0.9000000E+01, 0.2908353E-03,-0.2908353E-03, 0.0000000E+00, 0.1820280E-02, 0.2379720E-02, 0.4200000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9047637E-03,-0.2088885E-02,-0.2993648E-02, 0.1885368E+03, 0.4297184E+03, 0.0000000E+00, 0.3730768E+03, 0.2596291E-02, 0.2598967E-02
 0.1000000E+02, 0.3308758E-03,-0.3308758E-03, 0.0000000E+00, 0.1909935E-02, 0.3090065E-02, 0.5000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9603474E-03,-0.2759189E-02,-0.3719537E-02, 0.2036160E+03, 0.4526214E+03, 0.0000000E+00, 0.3926381E+03, 0.3393239E-02, 0.3397096E-02
