Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.6000000E-03, 0.0000000E+00, 0.6000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2571428E-03, 0.0000000E+00,-0.2571428E-03, 0.4054945E+02, 0.1351648E+03, 0.0000000E+00, 0.1201371E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.7664357E-05,-0.7664357E-05, 0.0000000E+00, 0.1366848E-02, 0.3315162E-04, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5890771E-03,-0.2548726E-04,-0.6145644E-03, 0.9410152E+02, 0.3084345E+03, 0.0000000E+00, 0.2737933E+03, 0.3471189E-04, 0.3471193E-04
 0.5000000E+01, 0.6408070E-04,-0.6408070E-04, 0.0000000E+00, 0.1496720E-02, 0.3032801E-03, 0.1800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6689149E-03,-0.2391994E-03,-0.9081143E-03, 0.1155877E+03, 0.3415041E+03, 0.0000000E+00, 0.3008519E+03, 0.3196889E-03, 0.3197154E-03
 0.6000000E+01, 0.1386273E-03,-0.1386273E-03, 0.0000000E+00, 0.1650496E-02, 0.7495037E-03, 0.2400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7667694E-03,-0.6108764E-03,-0.1377646E-02, 0.1427740E+03, 0.3811851E+03, 0.0000000E+00, 0.3335613E+03, 0.7975560E-03, 0.7978160E-03
 0.7000000E+01, 0.2288797E-03,-0.2288797E-03, 0.0000000E+00, 0.1803494E-02, 0.1496506E-02, 0.3300000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8710173E-03,-0.1267626E-02,-0.2138644E-02, 0.1734453E+03, 0.4217499E+03, 0.0000000E+00, 0.3671590E+03, 0.1612202E-02, 0.1613352E-02
 0.8000000E+01, 0.2617267E-03,-0.2617267E-03, 0.0000000E+00, 0.1849447E-02, 0.1850553E-02, 0.3700000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9047894E-03,-0.1588826E-02,-0.2493615E-02, 0.1839506E+03, 0.4343222E+03, 0.0000000E+00, 0.3775973E+03, 0.2002900E-02, 0.2004590E-02
 0.9000000E+01, 0.3204035E-03,-0.3204035E-03, 0.0000000E+00, 0.1923764E-02, 0.2676236E-02, 0.4600000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9617860E-03,-0.2355833E-02,-0.3317619E-02, 0.2021914E+03, 0.4550290E+03, 0.0000000E+00, 0.3948795E+03, 0.2922880E-02, 0.2926022E-02
 0.1000000E+02, 0.3745116E-03,-0.3745116E-03, 0.0000000E+00, 0.1991918E-02, 0.3808082E-02, 0.5800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1014184E-02,-0.3433570E-02,-0.4447754E-02, 0.2189866E+03, 0.4740392E+03, 0.0000000E+00, 0.4109259E+03, 0.4197710E-02, 0.4202891E-02
