Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.6000000E-03, 0.0000000E+00, 0.6000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6000000E-03, 0.0000000E+00,-0.6000000E-03, 0.8200000E+02, 0.1640000E+03, 0.0000000E+00, 0.1420282E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.7395221E-16,-0.7395221E-16, 0.0000000E+00, 0.9422270E-03, 0.5777298E-04, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9422298E-03,-0.5777298E-04,-0.1000003E-02, 0.1287714E+03, 0.2575428E+03, 0.0000000E+00, 0.2230386E+03, 0.6671050E-04, 0.6671015E-04
 0.4000000E+01, 0.3217529E-15,-0.3217529E-15, 0.0000000E+00, 0.1120711E-02, 0.2792889E-03, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1120715E-02,-0.2792889E-03,-0.1400004E-02, 0.1531644E+03, 0.3063288E+03, 0.0000000E+00, 0.2652885E+03, 0.3224950E-03, 0.3224930E-03
 0.5000000E+01, 0.5590037E-15,-0.5590037E-15, 0.0000000E+00, 0.1262117E-02, 0.5378834E-03, 0.1800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1262122E-02,-0.5378834E-03,-0.1800005E-02, 0.1724900E+03, 0.3449799E+03, 0.0000000E+00, 0.2987614E+03, 0.6210943E-03, 0.6210897E-03
 0.6000000E+01, 0.8805222E-15,-0.8805222E-15, 0.0000000E+00, 0.1419017E-02, 0.9809827E-03, 0.2400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1419017E-02,-0.9809827E-03,-0.2400000E-02, 0.1939324E+03, 0.3878647E+03, 0.0000000E+00, 0.3359007E+03, 0.1132741E-02, 0.1132736E-02
 0.7000000E+01, 0.1269531E-14,-0.1269531E-14, 0.0000000E+00, 0.1584047E-02, 0.1715953E-02, 0.3300000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1584047E-02,-0.1715953E-02,-0.3300000E-02, 0.2164865E+03, 0.4329730E+03, 0.0000000E+00, 0.3749656E+03, 0.1981411E-02, 0.1981406E-02
 0.8000000E+01, 0.1411405E-14,-0.1411405E-14, 0.0000000E+00, 0.1643395E-02, 0.2056605E-02, 0.3700000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1643403E-02,-0.2056605E-02,-0.3700008E-02, 0.2245984E+03, 0.4491967E+03, 0.0000000E+00, 0.3890158E+03, 0.2374763E-02, 0.2374758E-02
 0.9000000E+01, 0.1674983E-14,-0.1674983E-14, 0.0000000E+00, 0.1758628E-02, 0.2841372E-02, 0.4600000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1758628E-02,-0.2841372E-02,-0.4600000E-02, 0.2403459E+03, 0.4806918E+03, 0.0000000E+00, 0.4162913E+03, 0.3280933E-02, 0.3280927E-02
 0.1000000E+02, 0.1946258E-14,-0.1946258E-14, 0.0000000E+00, 0.1883569E-02, 0.3916431E-02, 0.5800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1883569E-02,-0.3916431E-02,-0.5800000E-02, 0.2574211E+03, 0.5148422E+03, 0.0000000E+00, 0.4458664E+03, 0.4522305E-02, 0.4522298E-02
 0.1100000E+02, 0.2076098E-14,-0.2076098E-14, 0.0000000E+00, 0.1944685E-02, 0.4555315E-02, 0.6500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1944685E-02,-0.4555315E-02,-0.6500000E-02, 0.2657736E+03, 0.5315472E+03, 0.0000000E+00, 0.4603334E+03, 0.5260025E-02, 0.5260017E-02
 0.1200000E+02, 0.3580099E-03, 0.5199005E-04, 0.4100000E-03, 0.1701589E-02, 0.4748411E-02, 0.6450000E-02, 0.2706904E-03, 0.3930955E-04, 0.3100000E-03,-0.2059603E-02,-0.4800402E-02,-0.6860005E-02, 0.3304074E+03, 0.5140298E+03, 0.3699461E+02, 0.4556998E+03, 0.5513442E-02, 0.5523975E-02
 0.1300000E+02, 0.6277871E-03, 0.1622129E-03, 0.7900000E-03, 0.1417693E-02, 0.4882307E-02, 0.6300000E-02, 0.4770246E-03, 0.1229754E-03, 0.6000000E-03,-0.2045483E-02,-0.5044520E-02,-0.7090003E-02, 0.3653473E+03, 0.4733008E+03, 0.6519363E+02, 0.4442114E+03, 0.5735309E-02, 0.5787758E-02
 0.1400000E+02, 0.9427694E-03, 0.4072306E-03, 0.1350000E-02, 0.1012677E-02, 0.4987323E-02, 0.6000000E-02, 0.6538169E-03, 0.2961831E-03, 0.9500000E-03,-0.1955447E-02,-0.5394553E-02,-0.7350000E-02, 0.3960895E+03, 0.4056436E+03, 0.8935497E+02, 0.4297853E+03, 0.6017523E-02, 0.6200283E-02
 0.1500000E+02, 0.1205409E-02, 0.6945908E-03, 0.1900000E-02, 0.6128591E-03, 0.4987141E-02, 0.5600000E-02, 0.7191279E-03, 0.4708721E-03, 0.1190000E-02,-0.1818268E-02,-0.5681732E-02,-0.7500000E-02, 0.4132359E+03, 0.3322541E+03, 0.9828082E+02, 0.4157340E+03, 0.6222515E-02, 0.6589476E-02
 0.1600000E+02, 0.1334910E-02, 0.8650901E-03, 0.2200000E-02, 0.4436110E-03, 0.4956389E-02, 0.5400000E-02, 0.6831044E-03, 0.5568956E-03, 0.1240000E-02,-0.1778521E-02,-0.5821479E-02,-0.7600000E-02, 0.4255024E+03, 0.3036914E+03, 0.9335765E+02, 0.4125607E+03, 0.6315276E-02, 0.6796699E-02
 0.1700000E+02, 0.1441985E-02, 0.1058015E-02, 0.2500000E-02, 0.2933771E-03, 0.4906623E-02, 0.5200000E-02, 0.6515752E-03, 0.6384248E-03, 0.1290000E-02,-0.1735362E-02,-0.5964638E-02,-0.7700001E-02, 0.4342376E+03, 0.2772610E+03, 0.8904866E+02, 0.4108866E+03, 0.6407622E-02, 0.7018100E-02
 0.1800000E+02, 0.1545419E-02, 0.1264581E-02, 0.2810000E-02, 0.1583796E-03, 0.4841621E-02, 0.5000000E-02, 0.5899524E-03, 0.7100475E-03, 0.1300000E-02,-0.1703800E-02,-0.6106201E-02,-0.7810001E-02, 0.4440601E+03, 0.2544977E+03, 0.8062687E+02, 0.4104245E+03, 0.6497921E-02, 0.7245034E-02
 0.1900000E+02, 0.1634497E-02, 0.1465503E-02, 0.3100000E-02, 0.3141169E-04, 0.4768588E-02, 0.4800000E-02, 0.5161550E-03, 0.7638450E-03, 0.1280000E-02,-0.1665909E-02,-0.6234092E-02,-0.7900000E-02, 0.4510555E+03, 0.2319671E+03, 0.7054120E+02, 0.4093385E+03, 0.6578650E-02, 0.7457790E-02
 0.2000000E+02, 0.1717857E-02, 0.1682143E-02, 0.3400000E-02,-0.8125333E-04, 0.4681253E-02, 0.4600000E-02, 0.4072465E-03, 0.8027536E-03, 0.1210000E-02,-0.1636604E-02,-0.6363397E-02,-0.8000000E-02, 0.4584431E+03, 0.2125645E+03, 0.5565702E+02, 0.4088987E+03, 0.6659599E-02, 0.7680477E-02
