Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5000000E-03, 0.0000000E+00,-0.5000000E-03, 0.6833334E+02, 0.1366667E+03, 0.0000000E+00, 0.1183568E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1000000E-02, 0.0000000E+00,-0.1000000E-02, 0.1366667E+03, 0.2733333E+03, 0.0000000E+00, 0.2367136E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.2129397E-15,-0.2129397E-15, 0.0000000E+00, 0.1226560E-02, 0.1734405E-03, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1226561E-02,-0.1734405E-03,-0.1400001E-02, 0.1676300E+03, 0.3352599E+03, 0.0000000E+00, 0.2903436E+03, 0.2002718E-03, 0.2002715E-03
 0.5000000E+01, 0.5748709E-15,-0.5748709E-15, 0.0000000E+00, 0.1363982E-02, 0.5360179E-03, 0.1900000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1363985E-02,-0.5360179E-03,-0.1900003E-02, 0.1864113E+03, 0.3728227E+03, 0.0000000E+00, 0.3228739E+03, 0.6189402E-03, 0.6189381E-03
 0.6000000E+01, 0.9341928E-15,-0.9341928E-15, 0.0000000E+00, 0.1485354E-02, 0.1014646E-02, 0.2500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1485362E-02,-0.1014646E-02,-0.2500008E-02, 0.2029995E+03, 0.4059990E+03, 0.0000000E+00, 0.3516054E+03, 0.1171612E-02, 0.1171610E-02
 0.7000000E+01, 0.1223700E-14,-0.1223700E-14, 0.0000000E+00, 0.1570121E-02, 0.1529879E-02, 0.3100000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1570130E-02,-0.1529879E-02,-0.3100009E-02, 0.2145845E+03, 0.4291689E+03, 0.0000000E+00, 0.3716712E+03, 0.1766552E-02, 0.1766548E-02
 0.8000000E+01, 0.1487982E-14,-0.1487982E-14, 0.0000000E+00, 0.1638621E-02, 0.2161379E-02, 0.3800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1638621E-02,-0.2161379E-02,-0.3800000E-02, 0.2239448E+03, 0.4478896E+03, 0.0000000E+00, 0.3878838E+03, 0.2495746E-02, 0.2495742E-02
 0.9000000E+01, 0.1690371E-14,-0.1690371E-14, 0.0000000E+00, 0.1688132E-02, 0.2811868E-02, 0.4500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1688132E-02,-0.2811868E-02,-0.4500000E-02, 0.2307114E+03, 0.4614227E+03, 0.0000000E+00, 0.3996038E+03, 0.3246865E-02, 0.3246861E-02
 0.1000000E+02, 0.1805918E-14,-0.1805918E-14, 0.0000000E+00, 0.1716988E-02, 0.3283012E-02, 0.5000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1716993E-02,-0.3283012E-02,-0.5000005E-02, 0.2346557E+03, 0.4693115E+03, 0.0000000E+00, 0.4064357E+03, 0.3790895E-02, 0.3790887E-02
 0.1100000E+02, 0.1982899E-14,-0.1982899E-14, 0.0000000E+00, 0.1766234E-02, 0.4233766E-02, 0.6000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1766234E-02,-0.4233766E-02,-0.6000000E-02, 0.2413853E+03, 0.4827705E+03, 0.0000000E+00, 0.4180916E+03, 0.4888732E-02, 0.4888723E-02
 0.1200000E+02, 0.2089331E-14,-0.2089331E-14, 0.0000000E+00, 0.1801267E-02, 0.4998733E-02, 0.6800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1801267E-02,-0.4998733E-02,-0.6800000E-02, 0.2461731E+03, 0.4923463E+03, 0.0000000E+00, 0.4263844E+03, 0.5772040E-02, 0.5772030E-02
 0.1300000E+02, 0.2165033E-14,-0.2165033E-14, 0.0000000E+00, 0.1830125E-02, 0.5669875E-02, 0.7500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1830125E-02,-0.5669875E-02,-0.7500000E-02, 0.2501171E+03, 0.5002343E+03, 0.0000000E+00, 0.4332156E+03, 0.6547007E-02, 0.6546997E-02
 0.1400000E+02, 0.2245689E-14,-0.2245689E-14, 0.0000000E+00, 0.1865510E-02, 0.6534490E-02, 0.8400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1865510E-02,-0.6534490E-02,-0.8400000E-02, 0.2549530E+03, 0.5099059E+03, 0.0000000E+00, 0.4415915E+03, 0.7545379E-02, 0.7545369E-02
 0.1500000E+02, 0.2292276E-14,-0.2292276E-14, 0.0000000E+00, 0.1888221E-02, 0.7111778E-02, 0.9000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1888232E-02,-0.7111778E-02,-0.9000010E-02, 0.2580583E+03, 0.5161167E+03, 0.0000000E+00, 0.4469702E+03, 0.8211975E-02, 0.8211964E-02
 0.1600000E+02, 0.2334507E-14,-0.2334507E-14, 0.0000000E+00, 0.1910310E-02, 0.7689690E-02, 0.9600000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1910320E-02,-0.7689690E-02,-0.9600010E-02, 0.2610771E+03, 0.5221541E+03, 0.0000000E+00, 0.4521987E+03, 0.8879290E-02, 0.8879278E-02
 0.1700000E+02, 0.1238133E-03, 0.6186677E-05, 0.1300000E-03, 0.1811708E-02, 0.7778292E-02, 0.9590000E-02, 0.2857230E-03, 0.1427695E-04, 0.3000000E-03,-0.1935521E-02,-0.7784479E-02,-0.9720000E-02, 0.2814424E+03, 0.5121213E+03, 0.3904882E+02, 0.4493549E+03, 0.8985188E-02, 0.8986907E-02
 0.1800000E+02, 0.2908729E-03, 0.3912710E-04, 0.3300000E-03, 0.1582030E-02, 0.7917969E-02, 0.9500000E-02, 0.6148077E-03, 0.8519227E-04, 0.7000000E-03,-0.1872903E-02,-0.7957097E-02,-0.9830001E-02, 0.2957161E+03, 0.4721743E+03, 0.8402375E+02, 0.4381176E+03, 0.9166085E-02, 0.9188433E-02
 0.1900000E+02, 0.4007994E-03, 0.8920064E-04, 0.4900000E-03, 0.1371705E-02, 0.8028295E-02, 0.9400000E-02, 0.8213538E-03, 0.1886462E-03, 0.1010000E-02,-0.1772504E-02,-0.8117496E-02,-0.9890000E-02, 0.2970182E+03, 0.4297086E+03, 0.1122517E+03, 0.4278310E+03, 0.9324748E-02, 0.9391777E-02
