Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2142857E-03, 0.0000000E+00,-0.2142857E-03, 0.3379121E+02, 0.1126374E+03, 0.0000000E+00, 0.1001143E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.1955302E-04,-0.1955302E-04, 0.0000000E+00, 0.1313559E-02, 0.8644097E-04, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5713343E-03,-0.6688794E-04,-0.6382223E-03, 0.9317835E+02, 0.2972334E+03, 0.0000000E+00, 0.2633139E+03, 0.9065818E-04, 0.9065876E-04
 0.5000000E+01, 0.8347647E-04,-0.8347647E-04, 0.0000000E+00, 0.1487991E-02, 0.4120089E-03, 0.1900000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6734878E-03,-0.3285324E-03,-0.1002020E-02, 0.1193674E+03, 0.3408493E+03, 0.0000000E+00, 0.2995672E+03, 0.4356246E-03, 0.4356865E-03
 0.6000000E+01, 0.1533179E-03,-0.1533179E-03, 0.0000000E+00, 0.1635400E-02, 0.8645999E-03, 0.2500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7665973E-03,-0.7112820E-03,-0.1477879E-02, 0.1450634E+03, 0.3787780E+03, 0.0000000E+00, 0.3310126E+03, 0.9226633E-03, 0.9230353E-03
 0.7000000E+01, 0.2110695E-03,-0.2110695E-03, 0.0000000E+00, 0.1752872E-02, 0.1347128E-02, 0.3100000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8416934E-03,-0.1136058E-02,-0.1977752E-02, 0.1660125E+03, 0.4091447E+03, 0.0000000E+00, 0.3564216E+03, 0.1449122E-02, 0.1450060E-02
 0.8000000E+01, 0.2650222E-03,-0.2650222E-03, 0.0000000E+00, 0.1873921E-02, 0.1926079E-02, 0.3800000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9166898E-03,-0.1661057E-02,-0.2577747E-02, 0.1863469E+03, 0.4400578E+03, 0.0000000E+00, 0.3825868E+03, 0.2087922E-02, 0.2089718E-02
 0.9000000E+01, 0.3086861E-03,-0.3086861E-03, 0.0000000E+00, 0.1983698E-02, 0.2516303E-02, 0.4500000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9824501E-03,-0.2207616E-02,-0.3190066E-02, 0.2036022E+03, 0.4677386E+03, 0.0000000E+00, 0.4062028E+03, 0.2744769E-02, 0.2747496E-02
 0.1000000E+02, 0.3354510E-03,-0.3354510E-03, 0.0000000E+00, 0.2056086E-02, 0.2943914E-02, 0.5000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.1024947E-02,-0.2608463E-02,-0.3633410E-02, 0.2145242E+03, 0.4858560E+03, 0.0000000E+00, 0.4217213E+03, 0.3223170E-02, 0.3226553E-02
