Time    ,EPEL_TT ,EPPL_TT ,EPTO_TT ,EPEL_ZZ ,EPPL_ZZ ,EPTO_ZZ ,EPEL_TZ ,EPPL_TZ ,EPTO_TZ ,EPEL_RR ,EPPL_RR ,EPTO_RR ,S_TT    ,S_ZZ    ,S_TZ    ,S_EQV   ,EPPL_EQV,NL_EPEQ 
 0.1000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 0.2000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.5000000E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.2142857E-03, 0.0000000E+00,-0.2142857E-03, 0.3379121E+02, 0.1126374E+03, 0.0000000E+00, 0.1001143E+03, 0.0000000E+00, 0.0000000E+00
 0.3000000E+01, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.1000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.4285714E-03, 0.0000000E+00,-0.4285714E-03, 0.6758242E+02, 0.2252747E+03, 0.0000000E+00, 0.2002285E+03, 0.0000000E+00, 0.0000000E+00
 0.4000000E+01, 0.4520029E-04,-0.4520029E-04, 0.0000000E+00, 0.1188287E-02, 0.2117129E-03, 0.1400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5286378E-03,-0.1665126E-03,-0.6951504E-03, 0.9048984E+02, 0.2707460E+03, 0.0000000E+00, 0.2387301E+03, 0.2229975E-03, 0.2230108E-03
 0.5000000E+01, 0.8504991E-04,-0.8504991E-04, 0.0000000E+00, 0.1267523E-02, 0.4324767E-03, 0.1700000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.5796743E-03,-0.3474268E-03,-0.9271011E-03, 0.1048219E+03, 0.2912889E+03, 0.0000000E+00, 0.2555453E+03, 0.4582394E-03, 0.4583283E-03
 0.6000000E+01, 0.1194289E-03,-0.1194289E-03, 0.0000000E+00, 0.1343068E-02, 0.6569319E-03, 0.2000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6267846E-03,-0.5375030E-03,-0.1164288E-02, 0.1176721E+03, 0.3106307E+03, 0.0000000E+00, 0.2716350E+03, 0.6998725E-03, 0.7001208E-03
 0.7000000E+01, 0.1585106E-03,-0.1585106E-03, 0.0000000E+00, 0.1438347E-02, 0.9616531E-03, 0.2400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.6843680E-03,-0.8031426E-03,-0.1487511E-02, 0.1329155E+03, 0.3347360E+03, 0.0000000E+00, 0.2919300E+03, 0.1031161E-02, 0.1031737E-02
 0.8000000E+01, 0.2066683E-03,-0.2066683E-03, 0.0000000E+00, 0.1569918E-02, 0.1430082E-02, 0.3000000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.7613968E-03,-0.1223414E-02,-0.1984810E-02, 0.1526564E+03, 0.3676314E+03, 0.0000000E+00, 0.3198993E+03, 0.1545873E-02, 0.1547092E-02
 0.9000000E+01, 0.2465027E-03,-0.2465027E-03, 0.0000000E+00, 0.1688218E-02, 0.1911782E-02, 0.3600000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.8291686E-03,-0.1665280E-02,-0.2494448E-02, 0.1696251E+03, 0.3969735E+03, 0.0000000E+00, 0.3449985E+03, 0.2079877E-02, 0.2081800E-02
 0.1000000E+02, 0.2911436E-03,-0.2911436E-03, 0.0000000E+00, 0.1826513E-02, 0.2573487E-02, 0.4400000E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-0.9075669E-03,-0.2282344E-02,-0.3189911E-02, 0.1890274E+03, 0.4311433E+03, 0.0000000E+00, 0.3743234E+03, 0.2818592E-02, 0.2821451E-02
